model_a,model_b,denoise_index,count,v_t_l2_mean,v_t_l2_std,v_t_cosine_mean,v_t_cosine_std,x_t_l2_mean,x_t_l2_std,hidden_cosine_mean,hidden_cosine_std
ours_v3_corner_12k,zero_corner_12k,2,10,7.163254833221435,0.5429991447036115,0.9481115341186523,0.006595308774516798,1.3725703001022338,0.09112346645617643,0.9555941998958588,0.003250633959334343
ours_v3_corner_12k,zero_corner_12k,3,10,7.328053379058838,0.5823708869546839,0.9466788113117218,0.00685892712772218,2.083615005016327,0.14525351789716387,0.9530738532543183,0.0034542364442546243
ours_v3_corner_12k,zero_corner_12k,4,10,7.661758708953857,0.6594891450418305,0.9432673931121827,0.007999345372993112,2.8079354763031006,0.20317554695176104,0.9496208250522613,0.0037979681974922843
ours_v3_corner_12k,zero_corner_12k,5,10,8.115477228164673,0.6924594328416432,0.9378941297531128,0.008736184546891958,3.559653329849243,0.27041683071666844,0.9448494076728821,0.004381108372224314
ours_v3_corner_12k,zero_corner_12k,6,10,8.40590434074402,0.729341595287709,0.9365605175495147,0.009736231490604316,4.347037267684937,0.34414454037095893,0.9387793719768525,0.004955020344759733
ours_v3_corner_12k,zero_corner_12k,7,10,8.906567192077636,0.8760842757884804,0.932989501953125,0.012980047764838933,5.138027763366699,0.4242059006635643,0.9301496565341949,0.005976596653331748
ours_v3_corner_12k,zero_corner_12k,8,10,9.843594169616699,1.2396031107290846,0.927999484539032,0.017879984093952618,5.942647123336792,0.5113225490526245,0.918992817401886,0.007239215246774709
ours_v3_corner_12k,zero_corner_12k,9,10,11.676989555358887,1.3761563899323686,0.9269080340862275,0.016741254444522687,6.767703294754028,0.6310794497393806,0.9080837845802308,0.008557204872332493
ours_v4_corner_12k,random_corner_12k,0,10,7.279933500289917,0.8532739968557821,0.9496220350265503,0.012781817508411848,0.0,0.0,0.9619416475296021,0.003648345511382858
ours_v4_corner_12k,random_corner_12k,1,10,7.32049560546875,0.8838411983716222,0.948495090007782,0.013604787263864151,0.7279933035373688,0.08532735605247997,0.9607091605663299,0.003965147998429752
ours_v4_corner_12k,random_corner_12k,2,10,7.2982391834259035,0.860292111211677,0.949303787946701,0.013290036037722943,1.457291030883789,0.17368746218539124,0.9592304229736328,0.004147059984504889
ours_v4_corner_12k,random_corner_12k,3,10,7.388319492340088,0.8886777345983272,0.9492243587970733,0.013736837446163259,2.1819286942481995,0.2595358832103156,0.9568275094032288,0.00451872227432228
ours_v4_corner_12k,random_corner_12k,4,10,7.45064787864685,0.8688952615152147,0.9498448014259339,0.01341340833457347,2.911863350868225,0.3474709824801464,0.9542756736278534,0.004822871924465243
ours_v4_corner_12k,random_corner_12k,5,10,7.597441720962524,0.9029370978212098,0.9492459297180176,0.013956570425026456,3.640021538734436,0.43211303281198277,0.9503830671310425,0.0053507824992494275
ours_v4_corner_12k,random_corner_12k,6,10,7.8487800598144535,0.9444302755440508,0.947905570268631,0.014357544880155523,4.371814346313476,0.5169514725506319,0.9454557359218597,0.0057652983704472235
ours_v4_corner_12k,random_corner_12k,7,10,8.545516443252563,1.1022074611536337,0.9419887900352478,0.016079538812164014,5.099781703948975,0.5982233453935867,0.9376819968223572,0.006823515497495486
ours_v4_corner_12k,random_corner_12k,8,10,9.890664339065552,1.3142672853038897,0.9307771384716034,0.01803002201139371,5.8476049423217775,0.68595114125445,0.9262090921401978,0.009309234984699193
ours_v4_corner_12k,random_corner_12k,9,10,12.885170459747314,1.4436353093542755,0.9100117623806,0.020282503215232957,6.62388858795166,0.7873323295619629,0.9092678666114807,0.014543195383262222
ours_v4_corner_12k,uniform_corner_12k,0,10,8.611703252792358,1.5120731647496082,0.9274784326553345,0.023155420752642753,0.0,0.0,0.9525384485721589,0.005811010061905862
ours_v4_corner_12k,uniform_corner_12k,1,10,8.644130039215089,1.5125575859205,0.9261668264865875,0.0236184065664199,0.8611703217029572,0.15120731237978188,0.9499676167964936,0.006384220112377371
ours_v4_corner_12k,uniform_corner_12k,2,10,8.764077138900756,1.5176083184876095,0.9246298968791962,0.024057697070989443,1.722907304763794,0.30277545815130585,0.9475430369377136,0.006879950760179683
ours_v4_corner_12k,uniform_corner_12k,3,10,8.889345645904541,1.5220655244407193,0.9240370154380798,0.024115272922803615,2.5946985602378847,0.45489441948689974,0.9441232562065125,0.00750243206947247
ours_v4_corner_12k,uniform_corner_12k,4,10,9.091487693786622,1.517024301733643,0.9227776825428009,0.024016862332804503,3.4733092308044435,0.6070672858880449,0.9406868934631347,0.008042066913212766
ours_v4_corner_12k,uniform_corner_12k,5,10,9.348942136764526,1.4918854002046202,0.9205135941505432,0.023911630007422177,4.367911720275879,0.758392051871617,0.9354507982730865,0.00888870707423178
ours_v4_corner_12k,uniform_corner_12k,6,10,9.554055547714233,1.4776653600318428,0.9204987764358521,0.023169041892378704,5.276665115356446,0.9057316896803932,0.9290647447109223,0.010037322418580828
ours_v4_corner_12k,uniform_corner_12k,7,10,10.275048208236694,1.5143533146550516,0.914023369550705,0.023454338291488047,6.183705615997314,1.0484570711779653,0.9194590806961059,0.011634901402162048
ours_v4_corner_12k,uniform_corner_12k,8,10,11.644714260101319,1.623866090478296,0.9019965410232544,0.024495168735145883,7.113125276565552,1.1846895562324171,0.9060483396053314,0.013966125810075253
ours_v4_corner_12k,uniform_corner_12k,9,10,14.501845359802246,1.8989403099333428,0.8835223197937012,0.027314856442369584,8.071476459503174,1.314364920507718,0.8864197432994843,0.01839477058181131
ours_v4_corner_12k,zero_corner_12k,0,10,8.080398797988892,0.8334082512946099,0.9375348806381225,0.012389299435330252,0.0,0.0,0.9559497117996216,0.0042269977837381375
ours_v4_corner_12k,zero_corner_12k,1,10,8.237263345718384,0.8117971599233603,0.9344890713691711,0.012236615886653063,0.8080398678779602,0.08334080690462511,0.9534708440303803,0.004536881369029175
ours_v4_corner_12k,zero_corner_12k,2,10,8.323381376266479,0.8191440556130531,0.933639657497406,0.012356928189414194,1.6292699217796325,0.1647744896281984,0.9510630428791046,0.0047975645071823576
ours_v4_corner_12k,zero_corner_12k,3,10,8.391175317764283,0.7969752012228769,0.9340172052383423,0.011634277485700239,2.457356882095337,0.2470531007992348,0.9476727843284607,0.005032635007965463
ours_v4_corner_12k,zero_corner_12k,4,10,8.533379745483398,0.7997918560517489,0.9336079061031342,0.011347326356906292,3.2859363079071047,0.3272974263900723,0.9433996379375458,0.005429017691492603
ours_v4_corner_12k,zero_corner_12k,5,10,9.009684848785401,0.7891976944956002,0.9280003786087037,0.011061416371850322,4.125917911529541,0.40697733834662264,0.9373476684093476,0.006045216057190802
ours_v4_corner_12k,zero_corner_12k,6,10,9.393471145629883,0.8380977683461781,0.9250612139701844,0.011251735385514383,5.001390647888184,0.4851919537714276,0.9300920784473419,0.0067549659258998454
ours_v4_corner_12k,zero_corner_12k,7,10,10.117017364501953,0.9339782405266553,0.9186095774173737,0.01242563653096212,5.893714237213135,0.5676268271998873,0.919647479057312,0.007556496702722005
ours_v4_corner_12k,zero_corner_12k,8,10,11.280533981323241,1.07069542520041,0.9102182745933532,0.014467090605173044,6.82691707611084,0.6550764933679873,0.9067226469516754,0.008607213711673991
ours_v4_corner_12k,zero_corner_12k,9,10,13.286583614349365,1.2331969192957604,0.9058301270008087,0.01678886151005287,7.808966445922851,0.7516396045334197,0.8929886400699616,0.010591285664699234
random_corner_12k,uniform_corner_12k,0,10,6.006498241424561,0.3889604767162869,0.9608037769794464,0.0047923644928002515,0.0,0.0,0.9643586993217468,0.002654855326514524
random_corner_12k,uniform_corner_12k,1,10,5.940002727508545,0.3869672574184477,0.9614482343196868,0.004808264983754089,0.6006498336791992,0.03889606740280176,0.962219500541687,0.0028935141193519223
random_corner_12k,uniform_corner_12k,2,10,6.067594242095947,0.38878048887568745,0.9601479530334472,0.0049663414208893615,1.1916545391082765,0.07772150738413201,0.9599887371063233,0.003166453934234122
random_corner_12k,uniform_corner_12k,3,10,5.905306339263916,0.41435856979476904,0.9626126646995544,0.005039211205676969,1.7927832126617431,0.11667572089048735,0.956790667772293,0.0034895864854267247
random_corner_12k,uniform_corner_12k,4,10,6.150448894500732,0.45482685918498283,0.9604488670825958,0.005466128775712413,2.369704246520996,0.15856567624851375,0.9535385608673096,0.003875656012722815
random_corner_12k,uniform_corner_12k,5,10,6.317259120941162,0.4441718565901975,0.9591526687145233,0.005595964754938008,2.9646270513534545,0.20471698467149554,0.9485160768032074,0.004418088731779183
random_corner_12k,uniform_corner_12k,6,10,6.614446926116943,0.4132053725915287,0.9573469460010529,0.005130080815376912,3.56349093914032,0.24946118892295388,0.9420077323913574,0.005168175665636541
random_corner_12k,uniform_corner_12k,7,10,7.115387344360352,0.3023495771098177,0.9535049557685852,0.0037831104120252634,4.160632586479187,0.29062283719089527,0.933404940366745,0.0059706562753415815
random_corner_12k,uniform_corner_12k,8,10,8.162625789642334,0.30955270072454,0.9449319839477539,0.0045861464350457765,4.76622896194458,0.3207153499398811,0.920046615600586,0.006804901937183065
random_corner_12k,uniform_corner_12k,9,10,9.896136569976807,0.5036257554151576,0.934992128610611,0.008285053003879475,5.37030143737793,0.3241463802848917,0.9021913826465606,0.0069364307579252
random_corner_12k,zero_corner_12k,0,10,7.021690416336059,0.6222926660232666,0.9490992367267609,0.00946005643049933,0.0,0.0,0.9535012185573578,0.00310732488470465
random_corner_12k,zero_corner_12k,1,10,7.2767750263214115,0.6726133569127977,0.9446539521217346,0.010445267841243036,0.7021690607070923,0.062229248751281545,0.9507181227207184,0.003443527325144496
random_corner_12k,zero_corner_12k,2,10,7.397784900665283,0.7320007332621938,0.9431793510913848,0.011278877182392458,1.4268099665641785,0.12964761290133145,0.9473391056060791,0.003835583686915192
random_corner_12k,zero_corner_12k,3,10,7.6165258407592775,0.7746609020131429,0.9408695340156555,0.012137653243720953,2.1624022364616393,0.20291528405352297,0.9430166065692902,0.004455930731846523
random_corner_12k,zero_corner_12k,4,10,7.848403787612915,0.8875947837441478,0.9386813640594482,0.013763543937722748,2.914998412132263,0.28043465002156115,0.9372677385807038,0.005229329207540956
random_corner_12k,zero_corner_12k,5,10,8.313979959487915,0.8748171827436823,0.9330923557281494,0.013953462730296977,3.6839929819107056,0.36927874662192334,0.9297753036022186,0.0063503531298296865
random_corner_12k,zero_corner_12k,6,10,8.776407289505006,0.9150911332885059,0.9287880957126617,0.014762793394452401,4.491220021247864,0.45589156105676765,0.9198364317417145,0.0076861316297247035
random_corner_12k,zero_corner_12k,7,10,9.555803775787354,0.9115065714437967,0.9203875482082366,0.015278553901744112,5.322293949127197,0.5454608520780492,0.9067652285099029,0.00960754691309004
random_corner_12k,zero_corner_12k,8,10,10.862247085571289,0.8502693365062755,0.9078206539154052,0.01449663105963303,6.1904308795928955,0.6342370903710471,0.887399035692215,0.01259545929956866
random_corner_12k,zero_corner_12k,9,10,13.827554607391358,1.294319813627532,0.886761051416397,0.020334037863183864,7.097379875183106,0.7102067405890186,0.8616351008415222,0.016738982217428894
uniform_corner_12k,zero_corner_12k,0,10,7.133152008056641,0.4495953242097659,0.9468444287776947,0.0079022540812978,0.0,0.0,0.9517854213714599,0.0037717576621052497
uniform_corner_12k,zero_corner_12k,1,10,7.172089052200318,0.4523772484953507,0.9456133127212525,0.008059034279816104,0.7133152186870575,0.04495953487060479,0.948995953798294,0.00417194978332241
uniform_corner_12k,zero_corner_12k,2,10,7.400257110595703,0.4511925506931932,0.9425040662288666,0.008334126989338745,1.4272891283035278,0.09038313708537614,0.9459338665008545,0.004597179526023272
uniform_corner_12k,zero_corner_12k,3,10,7.700516271591186,0.45446997854121796,0.9390633225440979,0.008612312312944822,2.1620789885520937,0.13587474712223196,0.9414373993873596,0.005030078566053658
uniform_corner_12k,zero_corner_12k,4,10,8.095822954177857,0.4579095487475663,0.9342004001140595,0.00887804762092786,2.9181134700775146,0.18179880866343148,0.9366234242916107,0.005543310294203534
uniform_corner_12k,zero_corner_12k,5,10,8.606254768371581,0.422381527515057,0.9278245270252228,0.008635141321824118,3.712331175804138,0.22753868666744373,0.9293563306331635,0.006278210546732578
uniform_corner_12k,zero_corner_12k,6,10,9.209472465515137,0.4147074973632148,0.9211822926998139,0.008971750705153424,4.544845485687256,0.26872803319806204,0.9197723805904389,0.007087748345299622
uniform_corner_12k,zero_corner_12k,7,10,10.05820255279541,0.4325444257793469,0.91151322722435,0.009631064864816453,5.418524885177613,0.3044582343783051,0.9073814451694489,0.008237522651933785
uniform_corner_12k,zero_corner_12k,8,10,11.446925830841064,0.3530074041589999,0.8976666867733002,0.008483522310549822,6.335050249099732,0.3378064108099106,0.8901980578899383,0.009903679063961814
uniform_corner_12k,zero_corner_12k,9,10,14.107344245910644,0.6833083872202393,0.8821890175342559,0.01141934427960228,7.295796251296997,0.3551859104048455,0.8663945317268371,0.013441770671399976
