model_name,layer,denoise_index,count,x_t_norm_mean,x_t_norm_std,v_t_norm_mean,v_t_norm_std,suffix_hidden_norm_mean,suffix_hidden_norm_std
zero_corner_12k,11,0,10,40.152682876586915,0.7227868328816696,22.21663017272949,0.5525791157299859,189.73731079101563,0.004230011549853841
zero_corner_12k,11,1,10,39.30929946899414,0.7008606197034036,22.08017177581787,0.5355577276641751,189.73592071533204,0.002506188634141376
zero_corner_12k,11,2,10,38.58956031799316,0.6805056788353899,22.1585412979126,0.524067716603987,189.73706512451173,0.0034119215331098692
zero_corner_12k,11,3,10,37.95130462646485,0.6598951103387204,22.41871109008789,0.5226563777805042,189.73776092529297,0.003148575974370179
zero_corner_12k,11,4,10,37.39079132080078,0.6388240931092586,22.69686336517334,0.5099581647012869,189.73656005859374,0.0034776972943852532
zero_corner_12k,11,5,10,36.910230255126955,0.6181809079348047,23.043957138061522,0.5321517556322164,189.736376953125,0.004590856156394874
zero_corner_12k,11,6,10,36.50132446289062,0.6007694852015039,23.60246868133545,0.5618669404985498,189.73657684326173,0.005956039385221619
zero_corner_12k,11,7,10,36.15247230529785,0.5876481019939258,24.345212936401367,0.6463372062917649,189.73412628173827,0.004930355593891409
zero_corner_12k,11,8,10,35.81162223815918,0.5827824538485239,25.784683609008788,0.8314025282833526,189.73666687011718,0.004726013277789887
zero_corner_12k,11,9,10,35.39452934265137,0.5903431802557675,29.909696197509767,1.135176515998775,189.73470458984374,0.0068864428053264275
